index,Order ID,Cust ID,Gender,Age,Age-Group,Date,Month,Status,Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
2134,171-7091245-0829920,7091245,Men,21,Teenager,10/4/2022,October,Delivered,Amazon,J0003-SET-M,Set,M,1,INR,664,NEW DELHI,DELHI,110096,IN,FALSE
2135,408-4455354-5274766,4455354,Women,28,Teenager,10/4/2022,October,Delivered,Amazon,SET339-KR-NP-XXXL,Set,3XL,1,INR,655,CHILAKALURIPET,ANDHRA PRADESH,522616,IN,FALSE
2136,405-8204650-4856330,8204650,Men,72,Senior,10/4/2022,October,Delivered,Amazon,SET131-KR-NP-XS,Set,XS,1,INR,567,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
2137,171-7678722-0246756,7678722,Women,20,Teenager,10/4/2022,October,Delivered,Myntra,BL111-XXL,Blouse,XXL,1,INR,563,SHIMLA,HIMACHAL PRADESH,171012,IN,FALSE
2138,405-9021711-9445168,9021711,Women,34,Adult,10/4/2022,October,Delivered,Amazon,JNE3560-KR-M,kurta,M,1,INR,487,ROURKELA,ODISHA,769003,IN,FALSE
2139,405-9021711-9445168,9021711,Men,75,Senior,10/4/2022,October,Delivered,Flipkart,SET154-KR-NP-XL,Set,XL,1,INR,832,BENGALURU,KARNATAKA,560035,IN,FALSE
2140,404-2682275-5689135,2682275,Women,46,Adult,10/4/2022,October,Delivered,Flipkart,SET355-KR-PP-S,Set,S,1,INR,1229,GUWAHATI,ASSAM,781005,IN,FALSE
2141,402-0524978-4975554,524978,Women,40,Adult,10/4/2022,October,Delivered,Myntra,J0095-SET-XS,Set,XS,1,INR,633,pathankot,PUNJAB,145001,IN,FALSE
2142,406-2085002-0569916,2085002,Men,29,Teenager,10/4/2022,October,Delivered,Amazon,JNE3797-KR-XXL,Western Dress,XXL,1,INR,735,Attingal,KERALA,695143,IN,FALSE
2143,402-8248625-1499510,8248625,Men,23,Teenager,10/4/2022,October,Delivered,Amazon,J0003-SET-XXXL,Set,3XL,1,INR,664,NEW DELHI,DELHI,110077,IN,FALSE
2144,402-4538636-6101914,4538636,Men,76,Senior,10/4/2022,October,Delivered,Others,SET278-KR-NP-L,Set,L,1,INR,1442,NAVI MUMBAI,MAHARASHTRA,410218,IN,FALSE
2145,403-0284056-8758775,284056,Women,46,Adult,10/4/2022,October,Delivered,Others,J0230-SKD-XL,Set,XL,1,INR,1146,NOIDA,UTTAR PRADESH,201301,IN,FALSE
2146,406-8591101-5870764,8591101,Women,55,Adult,10/4/2022,October,Delivered,Flipkart,SET165-KR-PP-XXXL,Set,3XL,1,INR,567,LUCKNOW,UTTAR PRADESH,226005,IN,FALSE
2147,402-8698818-8511557,8698818,Men,42,Adult,10/4/2022,October,Delivered,Flipkart,SET243-KR-PP-L,Set,L,1,INR,499,PAONTA SAHIB,HIMACHAL PRADESH,173025,IN,FALSE
2148,408-9140541-1738753,9140541,Women,34,Adult,10/4/2022,October,Delivered,Myntra,MEN5029-KR-M,kurta,M,1,INR,475,BENGALURU,KARNATAKA,560067,IN,FALSE
2149,407-2374949-0235512,2374949,Women,25,Teenager,10/4/2022,October,Delivered,Amazon,SET374-KR-NP-M,Set,M,1,INR,666,SERAMPORE,WEST BENGAL,712201,IN,FALSE
2150,171-2392811-6294717,2392811,Women,37,Adult,10/4/2022,October,Cancelled,Myntra,JNE3565-KR-S,kurta,S,1,INR,318,NAGAPATTINAM,TAMIL NADU,609701,IN,FALSE
2151,171-2347266-2621117,2347266,Men,48,Adult,10/4/2022,October,Delivered,Ajio,SET128-KR-DH-XXL,Set,XXL,1,INR,985,JAIPUR,RAJASTHAN,302029,IN,FALSE
2152,408-5810781-5139568,5810781,Women,18,Teenager,10/4/2022,October,Delivered,Ajio,J0003-SET-L,Set,L,1,INR,696,JAIPUR,RAJASTHAN,302015,IN,FALSE
2153,402-4523583-1870701,4523583,Men,68,Senior,10/4/2022,October,Delivered,Flipkart,SET357-KR-NP-S,Set,S,1,INR,771,BENGALURU,KARNATAKA,560102,IN,FALSE
2154,402-3495310-1622709,3495310,Men,36,Adult,10/4/2022,October,Delivered,Ajio,SET332-KR-PP-XL,Set,XL,1,INR,549,NAVI MUMBAI,MAHARASHTRA,410209,IN,FALSE
2155,404-4736027-7818730,4736027,Women,39,Adult,10/4/2022,October,Delivered,Myntra,SET165-KR-PP-L,Set,L,1,INR,567,ONGOLE,ANDHRA PRADESH,523001,IN,FALSE
2156,405-7981163-9546728,7981163,Men,45,Adult,10/4/2022,October,Delivered,Others,JNE3797-KR-M,Western Dress,M,1,INR,771,Kalyan,MAHARASHTRA,421301,IN,FALSE
2157,406-6341492-7950724,6341492,Men,43,Adult,10/4/2022,October,Delivered,Ajio,J0230-SKD-M,Set,M,1,INR,1319,KALADHUNGI,UTTARAKHAND,263139,IN,FALSE
2158,406-7324110-7083545,7324110,Women,46,Adult,10/4/2022,October,Delivered,Others,SET291-KR-PP-XL,Set,XL,1,INR,563,PUNE,MAHARASHTRA,411045,IN,FALSE
2159,407-5813745-3993950,5813745,Women,59,Adult,10/4/2022,October,Delivered,Myntra,MEN5009-KR-XL,kurta,XL,1,INR,495,Hyderabad,ANDHRA PRADESH,500086,IN,FALSE
2160,406-8813625-0248304,8813625,Women,65,Senior,10/4/2022,October,Delivered,Amazon,J0163-SKD-L,Set,L,1,INR,999,VISAKHAPATNAM,ANDHRA PRADESH,530046,IN,FALSE
2161,405-0839557-4768350,839557,Women,31,Adult,10/4/2022,October,Delivered,Amazon,JNE1951-KR-155-XXL,kurta,XXL,1,INR,368,PIMPRI CHINCHWAD,MAHARASHTRA,411061,IN,TRUE
2162,408-4963153-1648357,4963153,Women,20,Teenager,10/4/2022,October,Delivered,Flipkart,MEN5023-KR-L,kurta,L,1,INR,547,GURUGRAM,HARYANA,122011,IN,FALSE
2163,403-8468712-1675527,8468712,Women,29,Teenager,10/4/2022,October,Delivered,Amazon,SET291-KR-PP-XL,Set,XL,1,INR,599,UDAIPUR,RAJASTHAN,313004,IN,FALSE
2164,405-9132818-2591569,9132818,Men,29,Teenager,10/4/2022,October,Delivered,Amazon,J0395-DR-XL,Western Dress,XL,1,INR,859,CHENNAI,TAMIL NADU,600020,IN,FALSE
2165,408-8388545-4535501,8388545,Women,43,Adult,10/4/2022,October,Delivered,Ajio,J0148-SET-XS,Set,XS,1,INR,599,COIMBATORE,TAMIL NADU,641045,IN,FALSE
2166,403-1114997-1573929,1114997,Women,51,Adult,10/4/2022,October,Delivered,Flipkart,SET329-KR-NP-XXL,Set,XXL,1,INR,666,HYDERABAD,TELANGANA,500045,IN,FALSE
2167,403-6365445-1570750,6365445,Women,66,Senior,10/4/2022,October,Delivered,Amazon,SET374-KR-NP-S,Set,S,1,INR,597,MOHALI,PUNJAB,140301,IN,FALSE
2168,408-2698933-5805129,2698933,Women,70,Senior,10/4/2022,October,Delivered,Flipkart,SET110-KR-PP-XS,Set,XS,1,INR,788,PUNE,MAHARASHTRA,411030,IN,FALSE
2169,404-2387413-2129947,2387413,Men,29,Teenager,10/4/2022,October,Delivered,Myntra,SET217-KR-PP-M,Set,M,1,INR,786,NEW DELHI,DELHI,110091,IN,FALSE
2170,403-6290745-7566741,6290745,Women,31,Adult,10/4/2022,October,Delivered,Flipkart,J0299-KR-XXXL,kurta,3XL,1,INR,345,GUWAHATI,ASSAM,781006,IN,FALSE
2171,402-9812775-3876302,9812775,Women,76,Senior,10/4/2022,October,Delivered,Ajio,SET156-KR-NP-L,Set,L,1,INR,680,PUNE,MAHARASHTRA,411014,IN,FALSE
2172,402-9812775-3876302,9812775,Women,49,Adult,10/4/2022,October,Delivered,Myntra,BL104-L,Blouse,L,1,INR,625,VISAKHAPATNAM,ANDHRA PRADESH,530032,IN,FALSE
2173,402-9812775-3876302,9812775,Women,30,Adult,10/4/2022,October,Delivered,Myntra,BL100-M,Blouse,M,1,INR,664,Bhagalpur,BIHAR,812001,IN,FALSE
2174,402-9860712-4305910,9860712,Women,64,Senior,10/4/2022,October,Delivered,Amazon,SET344-KR-NP-XXL,Set,XXL,1,INR,968,HYDERABAD,TELANGANA,500062,IN,FALSE
2175,402-5203774-0520307,5203774,Men,49,Adult,10/4/2022,October,Delivered,Myntra,SET380-KR-NP-XXXL,Set,3XL,1,INR,1186,Hyderabad,TELANGANA,502032,IN,FALSE
2176,405-3856174-5480362,3856174,Men,20,Teenager,10/4/2022,October,Delivered,Myntra,SET268-KR-NP-M,Set,M,1,INR,788,MUMBAI,MAHARASHTRA,400053,IN,FALSE
2177,171-2251195-9805924,2251195,Men,34,Adult,10/4/2022,October,Delivered,Others,J0124-TP-S,Top,S,1,INR,523,South Goa,GOA,403401,IN,FALSE
2178,403-6626424-6818733,6626424,Women,47,Adult,10/4/2022,October,Delivered,Amazon,SET270-KR-PP-XXL,Set,XXL,1,INR,563,VISAKHAPATNAM,ANDHRA PRADESH,530013,IN,FALSE
2179,403-6626424-6818733,6626424,Men,51,Adult,10/4/2022,October,Delivered,Amazon,SET268-KR-NP-S,Set,S,1,INR,788,MUMBAI,MAHARASHTRA,400018,IN,FALSE
2180,404-1991958-6317162,1991958,Women,35,Adult,10/4/2022,October,Delivered,Meesho,SET179-KR-PP-XS,Set,XS,1,INR,499,SALEM,TAMIL NADU,636004,IN,FALSE
2181,406-0422963-1676304,422963,Men,34,Adult,10/4/2022,October,Delivered,Flipkart,SAR013,Saree,Free,1,INR,563,BHOPAL,MADHYA PRADESH,462026,IN,FALSE
2182,406-8220272-5575558,8220272,Men,40,Adult,10/4/2022,October,Delivered,Flipkart,SET304-KR-DPT-XXL,Set,XXL,1,INR,1115,KOCHI,KERALA,682006,IN,FALSE
2183,406-4390559-0093953,4390559,Men,67,Senior,10/4/2022,October,Delivered,Myntra,SAR021,Saree,Free,1,INR,595,Indore,MADHYA PRADESH,452010,IN,FALSE
2184,403-8983736-6117936,8983736,Women,35,Adult,10/4/2022,October,Delivered,Myntra,SET374-KR-NP-L,Set,L,1,INR,597,KOLKATA,WEST BENGAL,700032,IN,FALSE
2185,403-6455262-9473111,6455262,Men,25,Teenager,10/4/2022,October,Delivered,Amazon,SAR019,Saree,Free,1,INR,458,HOSUR,TAMIL NADU,635126,IN,FALSE
2186,407-5212825-4041964,5212825,Women,74,Senior,10/4/2022,October,Delivered,Flipkart,SET397-KR-NP  -M,Set,M,1,INR,1115,Chennai,TAMIL NADU,600089,IN,FALSE
2187,407-1364810-2974710,1364810,Men,33,Adult,10/4/2022,October,Delivered,Nalli,SET374-KR-NP-XS,Set,XS,1,INR,666,Amravati,MAHARASHTRA,444605,IN,FALSE
2188,407-1364810-2974710,1364810,Men,26,Teenager,10/4/2022,October,Delivered,Myntra,SET356-KR-NP-M,Set,M,1,INR,1066,THANE,MAHARASHTRA,400605,IN,FALSE
2189,404-2392307-7496364,2392307,Women,43,Adult,10/4/2022,October,Delivered,Ajio,J0140-SET-XL,Set,XL,1,INR,591,SOLAN,HIMACHAL PRADESH,174101,IN,FALSE
2190,171-1632493-9363511,1632493,Women,38,Adult,10/4/2022,October,Delivered,Flipkart,SET243-KR-PP-XXXL,Set,3XL,1,INR,534,FARIDABAD,HARYANA,121002,IN,FALSE
2191,171-7317515-8285110,7317515,Men,28,Teenager,10/4/2022,October,Delivered,Flipkart,JNE3688-TU-XXXL,Top,3XL,1,INR,599,CHANDIGARH,CHANDIGARH,160047,IN,FALSE
2192,405-9279939-5700322,9279939,Women,47,Adult,10/4/2022,October,Delivered,Amazon,SET402-KR-NP-M,Set,M,1,INR,988,Ajmer,RAJASTHAN,305001,IN,FALSE
2193,406-0967485-0012342,967485,Women,41,Adult,10/4/2022,October,Delivered,Myntra,J0078-SET-S,Set,S,1,INR,999,Vellore,TAMIL NADU,632014,IN,FALSE
2194,408-0330273-7634707,330273,Men,40,Adult,10/4/2022,October,Delivered,Flipkart,SAR009,Saree,Free,1,INR,635,BENGALURU,KARNATAKA,560080,IN,FALSE
2195,403-5852722-3144332,5852722,Men,46,Adult,10/4/2022,October,Delivered,Amazon,SAR025,Saree,Free,1,INR,540,NAGERCOIL,TAMIL NADU,629001,IN,FALSE
2196,408-4531124-3709959,4531124,Women,32,Adult,10/4/2022,October,Delivered,Flipkart,SAR023,Saree,Free,1,INR,967,GUNTUR,ANDHRA PRADESH,522004,IN,FALSE
2197,404-1247394-4297934,1247394,Men,42,Adult,10/4/2022,October,Delivered,Myntra,J0006-SET-M,Ethnic Dress,M,1,INR,855,THANE,MAHARASHTRA,400602,IN,FALSE
2198,407-0112186-9017144,112186,Women,46,Adult,10/4/2022,October,Delivered,Others,SET158-KR-PP-XL,Set,XL,1,INR,767,VISAKHAPATNAM,ANDHRA PRADESH,530028,IN,FALSE
2199,404-0237179-7164334,237179,Women,65,Senior,10/4/2022,October,Delivered,Flipkart,SAR023,Saree,Free,1,INR,424,BAGALKOT,KARNATAKA,591220,IN,FALSE
2200,408-5782349-1353915,5782349,Women,29,Teenager,10/4/2022,October,Delivered,Amazon,SAR003,Saree,Free,1,INR,359,CHENNAI,TAMIL NADU,600077,IN,FALSE
2201,171-1819381-4989938,1819381,Women,46,Adult,10/4/2022,October,Delivered,Flipkart,SET172-KR-PP-B-XL,Set,XL,1,INR,1112,BIKANER,RAJASTHAN,334001,IN,FALSE
2202,405-3090151-7952320,3090151,Women,73,Senior,10/4/2022,October,Delivered,Ajio,NW028-TP-PJ-XXL,Set,XXL,1,INR,539,NEW DELHI,DELHI,110092,IN,FALSE
2203,402-5288133-9614703,5288133,Women,70,Senior,10/4/2022,October,Delivered,Amazon,SET324-KR-NP-L,Set,L,1,INR,597,HYDERABAD,TELANGANA,500084,IN,FALSE
2204,406-0690926-4673149,690926,Men,52,Adult,10/4/2022,October,Delivered,Amazon,J0341-DR-M,Western Dress,M,1,INR,791,MUMBAI,MAHARASHTRA,400051,IN,FALSE
2205,402-6481370-2075508,6481370,Women,32,Adult,10/4/2022,October,Delivered,Ajio,BL104-XL,Blouse,XL,1,INR,625,FARAKKA,WEST BENGAL,742236,IN,FALSE
2206,171-2459314-4177907,2459314,Women,47,Adult,10/4/2022,October,Delivered,Myntra,J0119-TP-XXXL,Top,3XL,1,INR,540,ANUPURAM,TAMIL NADU,603127,IN,FALSE
2207,407-2011923-2153932,2011923,Women,42,Adult,10/4/2022,October,Delivered,Others,JNE3894-TP-M,Top,M,1,INR,749,NEW DELHI,DELHI,110024,IN,FALSE
2208,405-2408369-1643528,2408369,Women,25,Teenager,10/4/2022,October,Delivered,Myntra,SET339-KR-NP-XS,Set,XS,1,INR,696,RAICHUR,KARNATAKA,584101,IN,FALSE
2209,404-2888763-0705916,2888763,Women,28,Teenager,10/4/2022,October,Delivered,Amazon,MEN5002-KR-XL,kurta,XL,1,INR,499,NEW DELHI,DELHI,110014,IN,FALSE
2210,407-1480728-2861119,1480728,Women,32,Adult,10/4/2022,October,Delivered,Amazon,SET366-KR-NP-XS,Set,XS,1,INR,1165,Mumbai,MAHARASHTRA,400077,IN,FALSE
2211,406-5369941-1741103,5369941,Women,56,Adult,10/4/2022,October,Delivered,Amazon,SET305-KR-DPT-L,Set,L,1,INR,939,GURUGRAM,HARYANA,122006,IN,FALSE
2212,408-9269991-5774746,9269991,Women,30,Adult,10/4/2022,October,Delivered,Amazon,JNE3294-KR-M,kurta,M,1,INR,449,JAIPUR,RAJASTHAN,302021,IN,FALSE
2213,403-9885057-6253943,9885057,Women,44,Adult,10/4/2022,October,Delivered,Myntra,SET128-KR-DH-L,Set,L,1,INR,921,NEW DELHI,DELHI,110091,IN,FALSE
2214,402-9461185-9712364,9461185,Women,45,Adult,10/4/2022,October,Delivered,Amazon,SET400-KR-NP-XL,Set,XL,1,INR,1036,PATNA,BIHAR,800014,IN,FALSE
2215,403-8218270-2097169,8218270,Women,56,Adult,10/4/2022,October,Delivered,Amazon,JNE3461-KR-L,kurta,L,1,INR,399,BENGALURU,KARNATAKA,562162,IN,FALSE
2216,404-9180152-7746742,9180152,Women,72,Senior,10/4/2022,October,Delivered,Myntra,JNE2294-KR-A-XL,kurta,XL,1,INR,511,NEW DELHI,DELHI,110025,IN,FALSE
2217,404-4847026-2310711,4847026,Women,38,Adult,10/4/2022,October,Delivered,Ajio,SET374-KR-NP-S,Set,S,1,INR,666,VAPI,GUJARAT,396191,IN,FALSE
2218,405-8723576-6732352,8723576,Women,32,Adult,10/4/2022,October,Refunded,Amazon,SET374-KR-NP-L,Set,L,1,INR,666,DIPKA,CHHATTISGARH,495452,IN,FALSE
2219,402-9808254-9957938,9808254,Women,25,Teenager,10/4/2022,October,Delivered,Flipkart,JNE3560-KR-XS,kurta,XS,1,INR,487,KOZHIKODE,KERALA,673020,IN,FALSE
2220,402-1933954-5770735,1933954,Women,32,Adult,10/4/2022,October,Delivered,Ajio,SET357-KR-NP-S,Set,S,1,INR,725,ALLAHABAD,UTTAR PRADESH,211019,IN,FALSE
2221,171-1454540-2049104,1454540,Women,32,Adult,10/4/2022,October,Delivered,Amazon,SET153-KR-NP-XXXL,Set,3XL,1,INR,461,NEW DELHI,DELHI,110086,IN,FALSE
2222,403-9670761-2273929,9670761,Women,37,Adult,10/4/2022,October,Delivered,Amazon,JNE1408-KR-UDF19-A-XL,kurta,XL,1,INR,301,BENGALURU,KARNATAKA,560073,IN,FALSE
2223,402-5497597-9186737,5497597,Women,78,Senior,10/4/2022,October,Delivered,Myntra,J0236-SKD-XXL,Set,XXL,1,INR,949,MANDHAR INDUSTRIAL AREA,CHHATTISGARH,493111,IN,FALSE
2224,402-6716506-5848364,6716506,Women,41,Adult,10/4/2022,October,Delivered,Myntra,J0346-SET-S,Set,S,1,INR,474,Namakkal,TAMIL NADU,637408,IN,FALSE
2225,403-1963320-5966717,1963320,Women,46,Adult,10/4/2022,October,Delivered,Ajio,SET324-KR-NP-L,Set,L,1,INR,635,Nagpur,MAHARASHTRA,440034,IN,FALSE
2226,408-4957717-8987525,4957717,Women,30,Adult,10/4/2022,October,Delivered,Amazon,JNE3500-KR-L,kurta,L,1,INR,348,Saharanpur,UTTAR PRADESH,247001,IN,FALSE
2227,407-9868668-2857949,9868668,Women,58,Adult,10/4/2022,October,Delivered,Amazon,J0224-SKD-XXXL,Set,3XL,1,INR,1364,East Delhi,DELHI,110095,IN,FALSE
2228,404-3042605-6711502,3042605,Women,60,Adult,10/4/2022,October,Cancelled,Amazon,SET374-KR-NP-L,Set,L,1,INR,589,NAGERCOIL,TAMIL NADU,629003,IN,FALSE
2229,402-4724205-8872301,4724205,Women,36,Adult,10/4/2022,October,Delivered,Amazon,JNE3560-KR-S,kurta,S,1,INR,544,UDUPI,KARNATAKA,576104,IN,FALSE
2230,406-1699629-3003518,1699629,Women,59,Adult,10/4/2022,October,Delivered,Flipkart,SET058-KR-NP-XL,Set,XL,1,INR,847,BHAVNAGAR,GUJARAT,364002,IN,FALSE
2231,406-1699629-3003518,1699629,Women,33,Adult,10/4/2022,October,Returned,Ajio,SAR015,Saree,Free,1,INR,1268,GHAZIABAD,UTTAR PRADESH,201010,IN,FALSE
2232,406-1699629-3003518,1699629,Women,44,Adult,10/4/2022,October,Delivered,Myntra,SET333-KR-DPT-S,Set,S,1,INR,967,FAIZABAD,UTTAR PRADESH,224001,IN,FALSE
2233,171-7976526-8264330,7976526,Women,18,Teenager,10/4/2022,October,Delivered,Nalli,SET378-KR-NP-M,Set,M,1,INR,1221,LUDHIANA,PUNJAB,141012,IN,FALSE
2234,171-7531919-6291546,7531919,Women,61,Senior,10/4/2022,October,Delivered,Myntra,SET350-KR-NP-S,Set,S,2,INR,2244,TADPATRI,ANDHRA PRADESH,515411,IN,FALSE
2235,171-7531919-6291546,7531919,Women,23,Teenager,10/4/2022,October,Delivered,Amazon,SET324-KR-NP-S,Set,S,1,INR,597,BOKARO steel city,JHARKHAND,829301,IN,FALSE
2236,403-2597483-6470752,2597483,Women,52,Adult,10/4/2022,October,Delivered,Amazon,JNE3405-KR-S,kurta,S,1,INR,399,LUCKNOW,UTTAR PRADESH,226002,IN,FALSE
2237,404-9833932-5876344,9833932,Women,27,Teenager,10/4/2022,October,Delivered,Amazon,SET401-KR-NP-L,Set,L,1,INR,999,VISAKHAPATNAM,ANDHRA PRADESH,530051,IN,FALSE
2238,408-1348143-5475555,1348143,Women,23,Teenager,10/4/2022,October,Delivered,Nalli,J0199-SET-XXL,Set,XXL,1,INR,476,New Thakurli,MAHARASHTRA,421201,IN,FALSE
2239,406-6066099-2279543,6066099,Women,20,Teenager,10/4/2022,October,Delivered,Myntra,SET360-KR-NP-L,Set,L,1,INR,1138,PUNE,MAHARASHTRA,411028,IN,FALSE
2240,171-2843501-8669966,2843501,Women,52,Adult,10/4/2022,October,Delivered,Meesho,SET402-KR-NP-L,Set,L,1,INR,988,ghaziabad,UTTAR PRADESH,201001,IN,FALSE
2241,402-5475447-2181158,5475447,Women,19,Teenager,10/4/2022,October,Delivered,Nalli,SET268-KR-NP-XXL,Set,XXL,1,INR,788,BENGALURU 560016,KARNATAKA,560016,IN,FALSE
2242,403-8527181-5343566,8527181,Women,21,Teenager,10/4/2022,October,Delivered,Flipkart,J0009-SKD-XXL,Set,XXL,1,INR,828,RAIPUR,CHHATTISGARH,492001,IN,FALSE
2243,406-4535391-5481969,4535391,Women,30,Adult,10/4/2022,October,Delivered,Amazon,SET401-KR-NP-XXL,Set,XXL,1,INR,969,NEW DELHI,DELHI,110041,IN,FALSE
2244,407-9671006-5218703,9671006,Women,32,Adult,10/4/2022,October,Delivered,Flipkart,SET154-KR-NP-XXXL,Set,3XL,1,INR,832,Ernakulam Dist.,KERALA,683511,IN,FALSE
2245,404-2480544-0914710,2480544,Women,72,Senior,10/4/2022,October,Delivered,Amazon,SET269-KR-NP-L,Set,L,1,INR,799,ONGOLE,ANDHRA PRADESH,523002,IN,FALSE
2246,407-5829142-2873958,5829142,Women,28,Teenager,10/4/2022,October,Delivered,Amazon,JNE2270-KR-487-A-M,kurta,M,1,INR,518,NEW DELHI,DELHI,110073,IN,FALSE
2247,406-9336541-9589909,9336541,Women,36,Adult,10/4/2022,October,Delivered,Myntra,JNE3801-KR-XXL,kurta,XXL,1,INR,715,COIMBATORE,TAMIL NADU,641035,IN,FALSE
2248,405-8603542-5809963,8603542,Men,39,Adult,10/4/2022,October,Delivered,Nalli,J0341-DR-XXL,Western Dress,XXL,1,INR,791,MUMBAI,MAHARASHTRA,400083,IN,FALSE
2249,406-9453048-3297166,9453048,Women,34,Adult,10/4/2022,October,Delivered,Amazon,SET344-KR-NP-XXL,Set,XXL,1,INR,968,NOIDA,UTTAR PRADESH,201309,IN,FALSE
2250,406-7518292-1325164,7518292,Women,41,Adult,10/4/2022,October,Refunded,Nalli,J0196-TP-S,Top,S,1,INR,446,NEW DELHI,DELHI,110009,IN,FALSE
2251,406-7898789-4293906,7898789,Women,37,Adult,10/4/2022,October,Delivered,Ajio,SET322-KR-SHA-XS,Set,XS,1,INR,1099,VIZIANAGARAM,ANDHRA PRADESH,535002,IN,FALSE
2252,402-8829265-8109163,8829265,Women,65,Senior,10/4/2022,October,Delivered,Myntra,MEN5028-KR-M,kurta,M,1,INR,499,JAMMU,JAMMU & KASHMIR,180004,IN,FALSE
2253,402-8829265-8109163,8829265,Women,49,Adult,10/4/2022,October,Delivered,Flipkart,MEN5022-KR-XXXL,kurta,3XL,1,INR,533,THANE,MAHARASHTRA,401101,IN,FALSE
2254,171-0212429-4579517,212429,Women,32,Adult,10/4/2022,October,Delivered,Amazon,SET392-KR-NP-XL,Set,XL,1,INR,799,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE
2255,407-2376646-6095535,2376646,Women,24,Teenager,10/4/2022,October,Delivered,Myntra,BL104-M,Blouse,M,1,INR,665,CHENNAI,TAMIL NADU,600073,IN,FALSE
2256,171-4537791-2520321,4537791,Men,59,Adult,10/4/2022,October,Delivered,Amazon,JNE3707-DR-XXL,Western Dress,XXL,1,INR,496,MYSURU,KARNATAKA,570022,IN,FALSE
2257,406-5905376-4469123,5905376,Women,32,Adult,10/4/2022,October,Delivered,Nalli,JNE3560-KR-M,kurta,M,1,INR,544,HYDERABAD,TELANGANA,500084,IN,FALSE
2258,404-1411843-0298746,1411843,Women,33,Adult,10/4/2022,October,Returned,Amazon,PJNE3068-KR-6XL,kurta,6XL,1,INR,692,HYDERABAD,TELANGANA,500033,IN,FALSE
2259,408-7259584-9158711,7259584,Women,48,Adult,10/4/2022,October,Delivered,Flipkart,SET200-KR-NP-A-S,Set,S,1,INR,568,PARADIP,ODISHA,754141,IN,FALSE
2260,406-9874226-6889918,9874226,Women,19,Teenager,10/4/2022,October,Delivered,Flipkart,JNE3399-KR-XXL,kurta,XXL,1,INR,426,bangalore,KARNATAKA,560035,IN,FALSE
2261,171-0062276-3115506,62276,Women,46,Adult,10/4/2022,October,Delivered,Flipkart,SET268-KR-NP-L,Set,L,1,INR,698,COIMBATORE,TAMIL NADU,641029,IN,FALSE
2262,404-3071132-0948321,3071132,Women,23,Teenager,10/4/2022,October,Delivered,Amazon,J0041-SET-XXXL,Set,3XL,1,INR,660,GIRIDIH,JHARKHAND,815301,IN,FALSE
2263,408-0663922-1359539,663922,Women,42,Adult,10/4/2022,October,Delivered,Amazon,SET116-KR-NP-XXL,Set,XXL,1,INR,591,RAMANATHAPURAM,TAMIL NADU,623503,IN,FALSE
2264,171-1440056-1683528,1440056,Women,24,Teenager,10/4/2022,October,Delivered,Flipkart,SET171-KR-NP-S,Set,S,1,INR,792,JAIPUR,RAJASTHAN,302017,IN,FALSE
2265,403-5119518-3078705,5119518,Women,39,Adult,10/4/2022,October,Delivered,Myntra,JNE3721-KR-XXL,kurta,XXL,1,INR,301,RAJAHMUNDRY,ANDHRA PRADESH,533107,IN,FALSE
2266,403-3028505-8020354,3028505,Women,36,Adult,10/4/2022,October,Delivered,Myntra,SET269-KR-NP-M,Set,M,1,INR,799,FARIDABAD,HARYANA,121001,IN,FALSE
2267,405-0515471-0217902,515471,Women,37,Adult,10/4/2022,October,Delivered,Amazon,JNE3785-KR-XXXL,kurta,3XL,1,INR,358,JAMMU,JAMMU & KASHMIR,180007,IN,FALSE
2268,402-1689516-5233140,1689516,Women,37,Adult,10/4/2022,October,Delivered,Myntra,SET171-KR-NP-XXXL,Set,3XL,1,INR,792,INDORE,MADHYA PRADESH,452001,IN,FALSE
2269,404-5895316-0277908,5895316,Women,34,Adult,10/4/2022,October,Delivered,Myntra,SAR026,Saree,Free,1,INR,293,Tinsukia,ASSAM,786189,IN,FALSE
2270,407-1104886-1291526,1104886,Women,22,Teenager,10/4/2022,October,Refunded,Myntra,J0301-TP-L,Top,L,1,INR,464,KOLKATA,WEST BENGAL,700105,IN,FALSE
2271,407-3659022-0425168,3659022,Women,66,Senior,10/4/2022,October,Delivered,Flipkart,JNE3724-KR-S,kurta,S,1,INR,495,AGRA,UTTAR PRADESH,282005,IN,FALSE
2272,407-3659022-0425168,3659022,Women,22,Teenager,10/4/2022,October,Delivered,Flipkart,SET188-KR-NP-XL,Set,XL,1,INR,665,kishanganj,BIHAR,855107,IN,FALSE
2273,403-5967327-6454731,5967327,Men,63,Senior,10/4/2022,October,Delivered,Ajio,JNE3797-KR-A-M,Western Dress,M,1,INR,771,BENGALURU,KARNATAKA,560097,IN,FALSE
2274,408-0070478-4011505,70478,Women,37,Adult,10/4/2022,October,Delivered,Amazon,JNE3693-KR-XXL,kurta,XXL,1,INR,317,BANGALORE,KARNATAKA,560099,IN,FALSE
2275,402-8911203-2865957,8911203,Women,57,Adult,10/4/2022,October,Delivered,Myntra,SET400-KR-NP-XXXL,Set,3XL,1,INR,1068,RAWATBHATA,RAJASTHAN,323307,IN,FALSE
